model_id,platform_id,model_family,model_version,model_variants,model_architecture,parameters_count,context_window_size,createdAt,updatedAt,model_type,token_limit,model_size,model_size_unit
model_1742675327751_643,platform_1742531574280_678,Crazy Egg,1,,,,,2025-03-22T20:28:47.751Z,2025-03-22T21:03:36.675Z,AI Model,,,
model_1742675329926_669,platform_1742531574281_276,Credo AI,1,,,,,2025-03-22T20:28:49.926Z,2025-03-22T21:03:38.808Z,AI Model,,,
model_1742675332176_474,platform_1742531574281_945,Crimson Hexagon,1,,,,,2025-03-22T20:28:52.176Z,2025-03-22T21:03:40.923Z,AI Model,,,
model_1742675334089_407,platform_1742531574282_294,Criteo,1,,,,,2025-03-22T20:28:54.089Z,2025-03-22T21:03:44.303Z,AI Model,,,
model_1742675335922_464,platform_1742531574283_728,Cyc (Cycorp),1,,,,,2025-03-22T20:28:55.922Z,2025-03-22T21:03:46.318Z,AI Model,,,
model_1742675338282_731,platform_1742531574283_449,DeepCode AI,1,,,,,2025-03-22T20:28:58.282Z,2025-03-22T21:03:49.335Z,AI Model,,,
model_1742675340437_857,platform_1742531574284_445,DeepCrawl,1,,,,,2025-03-22T20:29:00.437Z,2025-03-22T21:03:51.366Z,AI Model,,,
model_1742675342550_495,platform_1742531574284_617,DeepL,1,,Transformer,,,2025-03-22T20:29:02.550Z,2025-03-22T21:03:53.427Z,Translation Model,,,
model_1742675345041_212,platform_1742531574284_618,Gopher,1,,Transformer,280B,2048,2025-03-22T20:29:05.041Z,2025-03-22T20:29:05.041Z,LLM,2048,280,B
model_1742675347082_388,platform_1742531574285_465,Dell Edge Gateway,1,,,,,2025-03-22T20:29:07.082Z,2025-03-22T21:03:56.215Z,AI Model,,,
model_1742675349003_603,platform_1742531574286_190,D-ID,1,,,,,2025-03-22T20:29:09.003Z,2025-03-22T21:03:58.991Z,AI Model,,,
model_1742675351092_820,platform_1742531574286_715,Diffbot,1,,Unknown,,,2025-03-22T20:29:11.092Z,2025-03-22T21:04:00.790Z,AI Model,,,
model_1742675353327_585,platform_1742531574287_392,Domino Data Lab,1,,Unknown,,,2025-03-22T20:29:13.327Z,2025-03-22T21:04:02.814Z,AI Model,,,
model_1742675355200_841,platform_1742531574287_276,Domo,1,,,,,2025-03-22T20:29:15.200Z,2025-03-22T21:04:04.652Z,AI Model,,,
model_1742675357285_630,platform_1742531574288_112,DragApp,1,,Transformer,1B,8K,2025-03-22T20:29:17.285Z,2025-03-22T20:29:17.285Z,AI Model,4096,1,B
model_1742675359172_131,platform_1742531574289_332,Drift,1,,,,,2025-03-22T20:29:19.172Z,2025-03-22T21:04:07.577Z,AI Model,,,
model_1742675361181_90,platform_1742531574289_878,Drip,1,,Transformer,1B,8K,2025-03-22T20:29:21.181Z,2025-03-22T20:29:21.181Z,LLM,4096,1,B
model_1742675363492_160,platform_1742531574290_212,Drools (JBoss),1,,,,,2025-03-22T20:29:23.492Z,2025-03-22T21:04:10.354Z,AI Model,,,
model_1742675365735_877,platform_1742531574290_511,Drupal,1,,,,,2025-03-22T20:29:25.735Z,2025-03-22T21:04:12.770Z,AI Model,,,
model_1742675367878_483,platform_1742531574291_268,Dynamic Yield,1,,,,,2025-03-22T20:29:27.878Z,2025-03-22T21:04:14.929Z,AI Model,,,
model_1742675369850_725,platform_1742531574291_699,Easy Redmine,1,,,,,2025-03-22T20:29:29.850Z,2025-03-22T21:04:16.873Z,AI Model,,,
model_1742675371890_463,platform_1742531574292_281,Eclipse,1,,,,,2025-03-22T20:29:31.890Z,2025-03-22T21:04:18.864Z,AI Model,,,
model_1742675373811_890,platform_1742531574292_343,Eclipse Kura,1,,,,,2025-03-22T20:29:33.811Z,2025-03-22T21:04:21.401Z,AI Model,,,
model_1742675375737_189,platform_1742531574293_945,Ecrett Music,1,,,,,2025-03-22T20:29:35.737Z,2025-03-22T21:04:23.455Z,AI Model,,,
model_1742675377661_572,platform_1742531574294_525,Edge Impulse,1,,,,,2025-03-22T20:29:37.661Z,2025-03-22T21:04:25.294Z,AI Model,,,
model_1742675379177_888,platform_1742531574294_403,EdgeX Foundry,1,,,,,2025-03-22T20:29:39.177Z,2025-03-22T21:04:27.067Z,AI Model,,,
model_1742675381371_410,platform_1742531574295_176,EmailTriager,1,,,,,2025-03-22T20:29:41.371Z,2025-03-22T21:04:29.942Z,AI Model,,,
model_1742675383339_356,platform_1742531574296_961,Exam Samurai,1,,Transformer,1B,8K,2025-03-22T20:29:43.339Z,2025-03-22T20:29:43.339Z,LLM,4096,1,B
model_1742675385561_148,platform_1742531574296_7,Expert.ai Platform,1,,,,,2025-03-22T20:29:45.561Z,2025-03-22T21:04:33.039Z,AI Model,,,
model_1742675392326_906,platform_1742531574297_355,Explainpaper,1,,Transformer,1B,8K,2025-03-22T20:29:52.326Z,2025-03-22T20:29:52.326Z,AI Model,4096,1,B
model_1742675394325_663,platform_1742531574297_568,Facebook Ads Manager,1,,Transformer,7B,8K,2025-03-22T20:29:54.325Z,2025-03-22T20:29:54.325Z,LLM,4096,7,B
model_1742675395942_428,platform_1742531574298_215,FICO Explainable AI,1,,,,,2025-03-22T20:29:55.942Z,2025-03-22T21:04:37.151Z,AI Model,,,
model_1742675397863_555,platform_1742531574298_263,Fiddler,1,,,,,2025-03-22T20:29:57.863Z,2025-03-22T21:04:39.123Z,AI Model,,,
model_1742675399904_768,platform_1742531574299_478,Flick,1,,,,,2025-03-22T20:29:59.904Z,2025-03-22T21:04:40.954Z,AI Model,,,
model_1742675401980_581,platform_1742531574299_531,Forecast,1,,Unknown,,,2025-03-22T20:30:01.980Z,2025-03-22T21:04:42.887Z,AI Model,,,
model_1742675404294_575,platform_1742531574300_144,FormulaBoost,1,,,,,2025-03-22T20:30:04.294Z,2025-03-22T21:04:45.442Z,AI Model,,,
model_1742675406338_133,platform_1742531574300_465,Genei,1,,Transformer,,,2025-03-22T20:30:06.338Z,2025-03-22T21:04:47.338Z,AI Model,,,
model_1742675408323_19,platform_1742531574301_340,Clockwise,1,,Transformer,,,2025-03-22T20:30:08.323Z,2025-03-22T21:04:49.085Z,AI Model,,,
model_1742675410421_113,platform_1742531574301_737,ezJobs,1,,,,,2025-03-22T20:30:10.421Z,2025-03-22T21:04:51.008Z,AI Model,,,
model_1742675412465_38,platform_1742531574302_792,Maxim AI,1,,,,,2025-03-22T20:30:12.465Z,2025-03-22T21:04:53.423Z,AI Model,,,
model_1742675416156_705,platform_1742531574303_600,Recall,1,,,,,2025-03-22T20:30:16.156Z,2025-03-22T21:04:55.298Z,AI Model,,,
model_1742675417992_688,platform_1742531574303_994,GetResponse,1,,,,,2025-03-22T20:30:17.992Z,2025-03-22T21:04:57.352Z,AI Model,,,
model_1742675420944_32,platform_1742531574304_664,Rupert AI,1,,Transformer,7B,8K,2025-03-22T20:30:20.944Z,2025-03-22T20:30:20.944Z,LLM,4096,7,B
model_1742675422947_909,platform_1742531574304_131,Compass,1,,,,,2025-03-22T20:30:22.947Z,2025-03-22T21:05:00.610Z,AI Model,,,
model_1742675429231_713,platform_1742531574305_968,Gist AI,1,,Transformer,1B,8K,2025-03-22T20:30:29.231Z,2025-03-22T20:30:29.232Z,LLM,4096,1,B
model_1742675429232_301,platform_1742531574305_968,Gist AI,1.1,Chat,Transformer,7B,16K,2025-03-22T20:30:29.232Z,2025-03-22T20:30:29.232Z,LLM,8192,7,B
model_1742675429232_737,platform_1742531574305_968,Gist AI,1.2,Instruct,Transformer,13B,32K,2025-03-22T20:30:29.232Z,2025-03-22T20:30:29.232Z,LLM,16384,13,B
model_1742675429232_789,platform_1742531574305_968,Gist AI,2,Base,Transformer,70B,64K,2025-03-22T20:30:29.232Z,2025-03-22T20:30:29.232Z,LLM,32768,70,B
model_1742675429232_400,platform_1742531574305_968,Gist AI,2.1,Vision,Transformer,175B,100K,2025-03-22T20:30:29.232Z,2025-03-22T20:30:29.232Z,LLM,65536,175,B
model_1742675431056_168,platform_1742531574306_931,Gliffy,1,,,,,2025-03-22T20:30:31.056Z,2025-03-22T21:05:08.093Z,AI Model,,,
model_1742675432981_73,platform_1742531574306_44,Moonbeam,1,,,,,2025-03-22T20:30:32.981Z,2025-03-22T21:05:10.732Z,AI Model,,,
model_1742675434871_558,platform_1742531574307_424,Google Sheets Explore,1,,Transformer,,,2025-03-22T20:30:34.871Z,2025-03-22T21:05:12.604Z,AI Model,,,
model_1742675437033_201,platform_1742531574307_797,GradGPT,1,,Transformer,1B,8K,2025-03-22T20:30:37.033Z,2025-03-22T20:30:37.033Z,LLM,4096,1,B
model_1742675439259_174,platform_1742531574308_167,Gravio Edge IoT Platform,1,,,,,2025-03-22T20:30:39.259Z,2025-03-22T21:05:15.532Z,AI Model,,,
model_1742675441562_681,platform_1742531574308_902,Grin,1,,,,,2025-03-22T20:30:41.562Z,2025-03-22T21:05:17.519Z,AI Model,,,
model_1742675443663_615,platform_1742531574308_930,H2O.ai Driverless AI,1,,,,,2025-03-22T20:30:43.663Z,2025-03-22T21:05:19.457Z,AI Model,,,
model_1742675445492_585,platform_1742531574309_214,Harmonai,1,,,,,2025-03-22T20:30:45.492Z,2025-03-22T21:05:21.296Z,AI Model,,,
model_1742675447358_349,platform_1742531574310_533,Help Scout,1,,,,,2025-03-22T20:30:47.358Z,2025-03-22T21:05:23.436Z,AI Model,,,
model_1742675449549_582,platform_1742531574311_576,Heybounce,1,,,,,2025-03-22T20:30:49.549Z,2025-03-22T21:05:25.523Z,AI Model,,,
model_1742675451766_293,platform_1742531574311_259,Hotjar,1,,,,,2025-03-22T20:30:51.766Z,2025-03-22T21:05:27.492Z,AI Model,,,
model_1742675453859_901,platform_1742531574312_902,HubSpot AI,1,,Transformer,,,2025-03-22T20:30:53.859Z,2025-03-22T21:05:29.338Z,AI Model,,,
model_1742675456024_734,platform_1742531574312_224,HubSpot AI,1,,,,,2025-03-22T20:30:56.024Z,2025-03-22T21:05:31.149Z,AI Model,,,
model_1742675458114_820,platform_1742531574313_326,HubSpot Persona Builder,1,,Transformer,Unknown,,2025-03-22T20:30:58.114Z,2025-03-22T21:05:33.216Z,AI Model,,,
model_1742675460671_888,platform_1742531574313_473,HubSpot CMS,1,,,,,2025-03-22T20:31:00.671Z,2025-03-22T21:05:35.851Z,AI Model,,,
model_1742675462989_638,platform_1742531574313_228,HubSpot CRM AI,1,,,,,2025-03-22T20:31:02.989Z,2025-03-22T21:05:37.874Z,AI Model,,,
model_1742675464392_135,platform_1742531574314_630,IBISWorld,1,,,,,2025-03-22T20:31:04.392Z,2025-03-22T21:05:39.826Z,AI Model,,,
model_1742675466840_198,platform_1742531574314_769,IBM Watson Discovery,1,,Transformer,,,2025-03-22T20:31:06.840Z,2025-03-22T21:05:41.788Z,AI Model,,,
model_1742675468993_949,platform_1742531574314_989,IBM Watson Knowledge Studio,1,,Transformer,,,2025-03-22T20:31:08.993Z,2025-03-22T21:05:43.660Z,AI Model,,,
model_1742675471144_537,platform_1742531574314_99,IBM Watson OpenScale,1,Base,,,,2025-03-22T20:31:11.144Z,2025-03-22T21:05:45.681Z,AI Model,,,
model_1742675476112_819,platform_1742531574315_235,IBM Watson NLP,1,Base,Transformer,,,2025-03-22T20:31:16.112Z,2025-03-22T21:05:47.586Z,NLP,,,
model_1742675476112_561,platform_1742531574315_235,IBM Watson Language Translator,1,Base,Transformer,,,2025-03-22T20:31:16.112Z,2025-03-22T21:05:49.487Z,Translation,,,
model_1742675476112_744,platform_1742531574315_235,IBM Watson Speech to Text,1,Base,,,,2025-03-22T20:31:16.112Z,2025-03-22T21:05:51.832Z,Speech Recognition,,,
model_1742675476112_735,platform_1742531574315_235,IBM Watson Text to Speech,1,Base,,,,2025-03-22T20:31:16.112Z,2025-03-22T21:05:53.880Z,Speech Synthesis,,,
model_1742675476112_507,platform_1742531574315_235,IBM Watson Visual Recognition,1,Base,Convolutional Neural Network,,,2025-03-22T20:31:16.112Z,2025-03-22T21:05:55.718Z,Image Recognition,,,
model_1742675478563_480,platform_1742531574315_270,Cplex (IBM ILOG),1,,,,,2025-03-22T20:31:18.563Z,2025-03-22T21:05:57.638Z,AI Model,,,
model_1742675480696_267,platform_1742531574315_728,IBM Watson,1,,Transformer,,,2025-03-22T20:31:20.697Z,2025-03-22T21:05:59.448Z,AI Model,,,
model_1742675482762_713,platform_1742531574316_943,Inbenta,1,,Transformer,,,2025-03-22T20:31:22.762Z,2025-03-22T21:06:01.412Z,LLM,,,
model_1742675485943_249,platform_1742531574316_886,Intel OpenVINO,2023,Base,Deep Learning Optimized,,,2025-03-22T20:31:25.943Z,2025-03-22T21:06:03.454Z,AI Model,,,
model_1742675485943_205,platform_1742531574316_886,Intel OpenVINO,2022.3,Optimized for Inference,Deep Learning Optimized,,,2025-03-22T20:31:25.943Z,2025-03-22T21:06:05.406Z,AI Model,,,
model_1742675485943_611,platform_1742531574316_886,Intel OpenVINO,2021.4,Base,Deep Learning Optimized,,,2025-03-22T20:31:25.943Z,2025-03-22T21:06:07.639Z,AI Model,,,
model_1742675488019_46,platform_1742531574317_80,Intercom,1,,,,,2025-03-22T20:31:28.019Z,2025-03-22T21:06:13.081Z,AI Model,,,
model_1742675490084_592,platform_1742531574317_831,Interviews Chat,1,Chat,Transformer,,,2025-03-22T20:31:30.084Z,2025-03-22T21:06:14.896Z,LLM,,,
model_1742675491554_183,platform_1742531574318_281,Dart,1,,,,,2025-03-22T20:31:31.554Z,2025-03-22T21:06:16.998Z,AI Model,,,
model_1742675494035_115,platform_1742531574318_238,Jasper,1,,Transformer,unknown,,2025-03-22T20:31:34.035Z,2025-03-22T21:06:19.405Z,LLM,,,
model_1742675496629_667,platform_1742531574319_115,JetBrains AI,1,,Transformer,1B,4K,2025-03-22T20:31:36.629Z,2025-03-22T20:31:36.629Z,AI Model,4096,1,B
model_1742675498645_291,platform_1742531574320_89,IntelliJ IDEA,1,,,,,2025-03-22T20:31:38.645Z,2025-03-22T21:06:22.518Z,AI Model,,,
model_1742675500808_106,platform_1742531574320_128,PyCharm,1,,,,,2025-03-22T20:31:40.808Z,2025-03-22T21:06:24.629Z,AI Model,,,
model_1742675502822_807,platform_1742531574321_349,Joomla,1,,,,,2025-03-22T20:31:42.822Z,2025-03-22T21:06:26.605Z,AI Model,,,
model_1742675504695_337,platform_1742531574321_129,Klaviyo,1,,,,,2025-03-22T20:31:44.695Z,2025-03-22T21:06:28.682Z,AI Model,,,
model_1742675506529_509,platform_1742531574322_458,Klipfolio,1,,,,,2025-03-22T20:31:46.529Z,2025-03-22T21:06:30.695Z,AI Model,,,
model_1742675508334_13,platform_1742531574322_840,Kneron,1,,Unknown,,,2025-03-22T20:31:48.334Z,2025-03-22T21:06:33.484Z,AI Model,,,
model_1742675510402_694,platform_1742531574323_601,KNIME,1,,,,,2025-03-22T20:31:50.402Z,2025-03-22T21:06:35.511Z,AI Model,,,
model_1742675512224_789,platform_1742531574323_977,KNIME Analytics Platform,1,,,,,2025-03-22T20:31:52.224Z,2025-03-22T21:06:37.553Z,AI Model,,,
model_1742675514408_66,platform_1742531574324_843,Kompyte,1,,,,,2025-03-22T20:31:54.408Z,2025-03-22T21:06:39.581Z,AI Model,,,
model_1742675516495_716,platform_1742531574324_58,KREA,1,,Transformer,,,2025-03-22T20:31:56.495Z,2025-03-22T21:06:41.955Z,AI Model,,,
model_1742675518348_40,platform_1742531574325_629,Lalal.ai,1,,,,,2025-03-22T20:31:58.348Z,2025-03-22T21:06:44.324Z,AI Model,,,
model_1742675520475_544,platform_1742531574325_80,Lately,1,,,,,2025-03-22T20:32:00.475Z,2025-03-22T21:06:46.265Z,AI Model,,,
model_1742675522346_717,platform_1742531574326_756,Lavender,1,,,,,2025-03-22T20:32:02.346Z,2025-03-22T21:06:48.244Z,AI Model,,,
model_1742675524362_559,platform_1742531574327_477,Leadfeeder,1,,,,,2025-03-22T20:32:04.362Z,2025-03-22T21:06:50.546Z,AI Model,,,
model_1742675526428_536,platform_1742531574328_625,Lenovo ThinkEdge,1,,Unknown,,,2025-03-22T20:32:06.428Z,2025-03-22T21:06:52.494Z,AI Model,,,
model_1742675527920_247,platform_1742531574329_290,LiquidPlanner,1,,,,,2025-03-22T20:32:07.920Z,2025-03-22T21:06:54.719Z,AI Model,,,
model_1742675530018_691,platform_1742531574329_675,Litmus,1,,,,,2025-03-22T20:32:10.018Z,2025-03-22T21:06:56.663Z,AI Model,,,
model_1742675532063_609,platform_1742531574329_191,LlamaIndex,1,,Transformer,,,2025-03-22T20:32:12.063Z,2025-03-22T21:06:58.471Z,LLM,,,
model_1742675533930_570,platform_1742531574330_774,LogicNets,1,,,,,2025-03-22T20:32:13.930Z,2025-03-22T21:07:00.320Z,AI Model,,,
model_1742675535821_266,platform_1742531574330_814,Loopin AI,1,,,,,2025-03-22T20:32:15.821Z,2025-03-22T21:07:02.124Z,AI Model,,,
model_1742675537851_533,platform_1742531574331_553,Loudly,1,,,,,2025-03-22T20:32:17.851Z,2025-03-22T21:07:04.240Z,AI Model,,,
model_1742675539897_847,platform_1742531574332_867,Lucid AI,1,,,,,2025-03-22T20:32:19.897Z,2025-03-22T21:07:06.270Z,AI Model,,,
model_1742675541938_225,platform_1742531574332_800,Lucidchart,1,,,,,2025-03-22T20:32:21.938Z,2025-03-22T21:07:08.342Z,AI Model,,,
model_1742675543808_363,platform_1742531574333_271,Luzmo,1,,,,,2025-03-22T20:32:23.808Z,2025-03-22T21:07:10.410Z,AI Model,,,
model_1742675546681_229,platform_1742531574333_320,Mage,1,,Transformer,,,2025-03-22T20:32:26.681Z,2025-03-22T21:07:12.306Z,AI Model,,,
model_1742675548877_397,platform_1742531574334_384,Magic Eraser,1,,Image Processing,,,2025-03-22T20:32:28.877Z,2025-03-22T21:07:14.295Z,Image Editing,,,
model_1742675550739_866,platform_1742531574335_279,Mailjet,1,,,,,2025-03-22T20:32:30.739Z,2025-03-22T21:07:16.090Z,AI Model,,,
model_1742675556303_954,platform_1742531574335_117,Marin Software,1,,Transformer,,,2025-03-22T20:32:36.303Z,2025-03-22T21:07:18.316Z,AI Model,,,
model_1742675558269_790,platform_1742531574336_247,MarketMuse,1,,Transformer,,,2025-03-22T20:32:38.269Z,2025-03-22T21:07:20.341Z,AI Model,,,
model_1742675560105_139,platform_1742531574336_427,Mavenlink,1,,,,,2025-03-22T20:32:40.105Z,2025-03-22T21:07:22.170Z,AI Model,,,
model_1742675562162_507,platform_1742531574337_121,MediaMath,1,,,,,2025-03-22T20:32:42.162Z,2025-03-22T21:07:24.216Z,AI Model,,,
model_1742675564243_277,platform_1742531574337_916,Meltwater,1,,,,,2025-03-22T20:32:44.243Z,2025-03-22T21:07:26.542Z,AI Model,,,
model_1742675566273_65,platform_1742531574338_990,Microsoft DeepSpeed,1,,Transformer,,,2025-03-22T20:32:46.273Z,2025-03-22T21:07:28.362Z,AI Model,,,
model_1742675568375_632,platform_1742531574338_155,mimik Edge Cloud,1,,,,,2025-03-22T20:32:48.375Z,2025-03-22T21:07:30.169Z,AI Model,,,
model_1742675570263_345,platform_1742531574339_114,MindBridge Ai Auditor,1,,,,,2025-03-22T20:32:50.263Z,2025-03-22T21:07:32.044Z,AI Model,,,
model_1742675572691_477,platform_1742531574339_737,MindMeld (Cisco),1,,,,,2025-03-22T20:32:52.691Z,2025-03-22T21:07:34.125Z,AI Model,,,
model_1742675574981_559,platform_1742531574340_308,Le Chat by Mistral AI,1,,Transformer,7B,8K,2025-03-22T20:32:54.981Z,2025-03-22T20:32:54.981Z,LLM,8192,7,B
model_1742675577017_765,platform_1742531574340_693,ModelOp,1,,,,,2025-03-22T20:32:57.017Z,2025-03-22T21:07:37.062Z,AI Model,,,
model_1742675578920_34,platform_1742531574341_452,modyfi,1,,,,,2025-03-22T20:32:58.920Z,2025-03-22T21:07:38.992Z,AI Model,,,
model_1742675581321_806,platform_1742531574341_173,Mokkup,1,,,,,2025-03-22T20:33:01.321Z,2025-03-22T21:07:41.382Z,AI Model,,,
model_1742675583358_342,platform_1742531574342_861,Kimi k1.5 by Moonshot AI,1,,,,,2025-03-22T20:33:03.358Z,2025-03-22T21:07:43.602Z,AI Model,,,
model_1742675586523_416,platform_1742531574343_394,BERT,1,,Transformer,,,2025-03-22T20:33:06.523Z,2025-03-22T21:07:45.377Z,AI Model,,,
model_1742675588676_680,platform_1742531574343_247,Mutiny,1,,Transformer,Unknown,Unknown,2025-03-22T20:33:08.676Z,2025-03-22T21:07:47.199Z,AI Model,,,
model_1742675591113_97,platform_1742531574344_723,Myriad,1,,Transformer,1B,8K,2025-03-22T20:33:11.113Z,2025-03-22T20:33:11.113Z,LLM,4096,1,B
model_1742675593011_250,platform_1742531574345_111,Napkin,1,,,,,2025-03-22T20:33:13.011Z,2025-03-22T21:07:50.000Z,AI Model,,,
model_1742675595122_811,platform_1742531574345_398,Nativo,1,,,,,2025-03-22T20:33:15.122Z,2025-03-22T21:07:52.141Z,AI Model,,,
model_1742675597801_221,platform_1742531574346_85,Neota Logic,1,,,,,2025-03-22T20:33:17.801Z,2025-03-22T21:07:53.960Z,AI Model,,,
model_1742675600315_104,platform_1742531574346_860,Notion,1,,,,,2025-03-22T20:33:20.315Z,2025-03-22T21:07:55.771Z,AI Model,,,
model_1742675602282_302,platform_1742531574347_654,NVIDIA Clara,1,,,,,2025-03-22T20:33:22.282Z,2025-03-22T21:07:57.641Z,AI Model,,,
model_1742675604291_690,platform_1742531574347_492,Ocoya,1,,,,,2025-03-22T20:33:24.291Z,2025-03-22T21:07:59.563Z,AI Model,,,
model_1742675606551_321,platform_1742531574348_409,OneCal,1,,,,,2025-03-22T20:33:26.551Z,2025-03-22T21:08:02.182Z,AI Model,,,
model_1742675608540_472,platform_1742531574348_419,OnlyOffice,1,,,,,2025-03-22T20:33:28.540Z,2025-03-22T21:08:09.087Z,AI Model,,,
model_1742675610639_482,platform_1742531574349_266,Optimizely,1,,,,,2025-03-22T20:33:30.639Z,2025-03-22T21:08:11.027Z,AI Model,,,
model_1742675612666_146,platform_1742531574349_962,Oracle Analytics Cloud,1,,,,,2025-03-22T20:33:32.666Z,2025-03-22T21:08:12.946Z,AI Model,,,
model_1742675615824_169,platform_1742531574349_486,Oracle Cloud AI,1,,Transformer,10B,16K,2025-03-22T20:33:35.824Z,2025-03-22T20:33:35.824Z,LLM,8192,10,B
model_1742675615824_9,platform_1742531574349_486,Oracle Cloud AI,1,Embedding,Transformer,1B,,2025-03-22T20:33:35.824Z,2025-03-22T21:08:15.766Z,Embedding,4096,1,B
model_1742675615824_934,platform_1742531574349_486,Oracle Cloud AI,1,Vision,Convolutional Neural Network,2B,,2025-03-22T20:33:35.824Z,2025-03-22T21:08:18.767Z,Image Generation,,2,B
model_1742675617828_148,platform_1742531574350_677,Outbrain,1,,,,,2025-03-22T20:33:37.828Z,2025-03-22T21:08:20.656Z,AI Model,,,
model_1742675619817_72,platform_1742531574350_155,Outranking,1,,Transformer,1B,8K,2025-03-22T20:33:39.817Z,2025-03-22T20:33:39.817Z,LLM,4096,1,B
model_1742675622099_561,platform_1742531574351_461,Pagerly,1,,Transformer,1B,8K,2025-03-22T20:33:42.099Z,2025-03-22T20:33:42.099Z,LLM,4096,1,B
model_1742675624781_64,platform_1742531574352_39,PathFactory,1,,,,,2025-03-22T20:33:44.781Z,2025-03-22T21:08:24.865Z,AI Model,,,
model_1742675627295_868,platform_1742531574352_258,Pawtrait,1,,Transformer,7B,8K,2025-03-22T20:33:47.295Z,2025-03-22T21:08:26.858Z,Image Generation,,7,B
model_1742675629376_204,platform_1742531574352_873,Pega Platform AI,1,,,,,2025-03-22T20:33:49.376Z,2025-03-22T21:08:28.712Z,AI Model,,,
model_1742675631573_4,platform_1742531574353_243,Peppertype,1,,,,,2025-03-22T20:33:51.573Z,2025-03-22T21:08:30.801Z,AI Model,,,
model_1742675633675_536,platform_1742531574353_913,Perfect Audience,1,,,,,2025-03-22T20:33:53.675Z,2025-03-22T21:08:32.967Z,AI Model,,,
model_1742675635773_262,platform_1742531574354_514,PhotoRoom,1,,,,,2025-03-22T20:33:55.773Z,2025-03-22T21:08:35.024Z,Image Generation,,,
model_1742675637697_894,platform_1742531574354_831,Pipedrive,1,,,,,2025-03-22T20:33:57.697Z,2025-03-22T21:08:37.076Z,AI Model,,,
model_1742675639590_156,platform_1742531574355_779,PlanGuru,1,,,,,2025-03-22T20:33:59.590Z,2025-03-22T21:08:38.897Z,AI Model,,,
model_1742675641967_74,platform_1742531574355_579,PlantPhotoAI,1,,Transformer,1B,,2025-03-22T20:34:01.967Z,2025-03-22T21:08:40.869Z,Image Classification,,1,B
model_1742675644098_980,platform_1742531574356_145,Podium,1,,,,,2025-03-22T20:34:04.098Z,2025-03-22T21:08:42.868Z,AI Model,,,
model_1742675646263_958,platform_1742531574357_395,Polymer,1,,,,,2025-03-22T20:34:06.264Z,2025-03-22T21:08:44.995Z,AI Model,,,
model_1742675648756_350,platform_1742531574357_77,Prediction Guard,1,,Transformer,Unknown,,2025-03-22T20:34:08.756Z,2025-03-22T21:08:47.084Z,LLM,,,
model_1742675650920_498,platform_1742531574358_119,PressPulse AI,1,,Transformer,1B,8K,2025-03-22T20:34:10.920Z,2025-03-22T20:34:10.920Z,LLM,4096,1,B
model_1742675652854_402,platform_1742531574358_697,ProofHub,1,,,,,2025-03-22T20:34:12.854Z,2025-03-22T21:08:49.926Z,AI Model,,,
model_1742675654927_508,platform_1742531574359_563,Qlik,1,,,,,2025-03-22T20:34:14.927Z,2025-03-22T21:08:52.002Z,AI Model,,,
model_1742675657287_116,platform_1742531574360_34,Qodo Gen,1,,Transformer,13B,8K,2025-03-22T20:34:17.287Z,2025-03-22T20:34:17.287Z,LLM,4096,13,B
model_1742675659318_912,platform_1742531574360_717,Qualcomm Snapdragon,1,,,,,2025-03-22T20:34:19.318Z,2025-03-22T21:08:55.195Z,AI Model,,,
model_1742675662155_732,platform_1742531574361_741,Qualtrics,1,,,,,2025-03-22T20:34:22.155Z,2025-03-22T21:08:57.055Z,AI Model,,,
model_1742675664047_512,platform_1742531574361_550,Red Hat OpenShift at the Edge,1,,,,,2025-03-22T20:34:24.047Z,2025-03-22T21:08:59.042Z,AI Model,,,
model_1742675666345_638,platform_1742531574362_194,Redwood (by Redwood Software),1,,,,,2025-03-22T20:34:26.345Z,2025-03-22T21:09:00.924Z,AI Model,,,
model_1742675668414_809,platform_1742531574363_687,Redwood AI,1,,,,,2025-03-22T20:34:28.414Z,2025-03-22T21:09:02.759Z,AI Model,,,
model_1742675670501_457,platform_1742531574363_152,Refersion,1,,,,,2025-03-22T20:34:30.501Z,2025-03-22T21:09:04.779Z,AI Model,,,
model_1742675672428_628,platform_1742531574364_160,Remove.bg,1,,,,,2025-03-22T20:34:32.428Z,2025-03-22T21:09:06.751Z,Image Processing,,,
model_1742675674458_525,platform_1742531574364_624,Reputology,1,,,,,2025-03-22T20:34:34.458Z,2025-03-22T21:09:08.572Z,AI Model,,,
model_1742675676420_716,platform_1742531574365_578,IBM Project Debater,1,,Transformer,,,2025-03-22T20:34:36.420Z,2025-03-22T21:09:10.568Z,AI Model,,,
model_1742675678501_253,platform_1742531574365_154,Resemble AI,1,,,,,2025-03-22T20:34:38.501Z,2025-03-22T21:09:12.645Z,AI Model,,,
model_1742675682072_301,platform_1742531574366_607,Salesforce,1,,Transformer,1.3B,8K,2025-03-22T20:34:42.072Z,2025-03-22T20:34:42.072Z,LLM,8192,1.3,B
model_1742675682072_111,platform_1742531574366_607,Salesforce,2,Instruct,Transformer,2.7B,16K,2025-03-22T20:34:42.072Z,2025-03-22T20:34:42.072Z,LLM,16384,2.7,B
model_1742675682072_681,platform_1742531574366_607,Salesforce,3,Chat,Transformer,6.7B,32K,2025-03-22T20:34:42.072Z,2025-03-22T20:34:42.072Z,LLM,32768,6.7,B
